speed_limit,light_conditions,weather_conditions,road_surface_conditions,road_type,urban_or_rural_id,number_of_vehicles,number_of_casualties,day_of_week,junction_detail,junction_control,pedestrian_crossing,first_road_class,special_conditions_at_site,carriageway_hazards,collision_severity
60.0,1.0,1.0,1.0,6,2.0,3,1,4,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,4.918505792117825,2.0,6,1.0271647359607248,2,1,1,13.0,4.0,14.0,4,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,2,1,2,13.0,4.0,0.0,4,0.0,0.0,Fatal
40.0,1.0,1.0,1.3998834900325485,6,2.0,2,1,6,16.0,3.3998834900325487,0.0,3,0.0,0.0,Fatal
20.0,1.0,1.0,1.0,2,1.0,1,1,2,18.417721064511586,3.611814043007723,14.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,5,19.0,4.0,14.465552852025422,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,3,19.0,4.0,16.090427889219864,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,2,6,13.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,4,1,2,18.493899011149203,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.1655712714323843,6,1.0,1,1,4,19.0,3.6688574571352315,15.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.4907444592110357,1,1,1,18.0,4.0,0.0,6,0.0,0.0,Fatal
50.0,1.0,1.0,1.0,6,2.0,2,1,5,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.3141113553295563,1.3141113553295563,6,1.0,1,1,2,13.0,2.0,14.057665934011332,3,0.0,0.0,Fatal
20.0,1.3906029126883306,1.1302009708961103,2.0,6,1.0,1,1,6,13.0,2.0,14.13020097089611,4,0.0,0.0,Fatal
30.0,4.0,1.3451314964727938,2.0,6,1.3451314964727938,1,1,3,13.0,4.0,14.0,3,0.0,0.0,Fatal
60.0,1.0,1.0710663399776934,2.0,1,2.0,1,1,1,0.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.2554720874381071,1.085157362479369,1.085157362479369,3,2.0,1,1,7,0.0,4.0,0.0,2,0.0,0.0,Fatal
50.0,3.0466579450672087,1.6822193150224027,1.6822193150224027,3,2.0,1,1,4,15.046657945067208,2.6355613699551945,15.635561369955195,3,0.0,0.0,Fatal
70.0,6.0,3.974317465514745,1.9914391551715818,3,2.0,3,2,6,13.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.3054561533813178,1.3054561533813178,6,2.0,2,2,3,16.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,4.24842419517592,1.12421209758796,6,1.0,1,1,4,13.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.5668553524756874,2,1,3,19.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.9571368740612165,1,1,3,19.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,5,18.65850571097784,4.0,0.0,6,0.0,0.0,Fatal
20.0,1.0,1.0,1.0,6,1.0,1,1,3,13.0,4.0,16.35587979888081,6,0.0,0.0,Fatal
60.0,2.3331138381555028,1.4443712793851677,1.4443712793851677,3,2.0,1,1,7,0.0,4.0,0.0,2,0.0,0.0,Fatal
30.0,4.458941008789022,1.0,1.4589410087890218,6,1.0,1,1,1,16.0,3.0821179824219564,13.541058991210978,6,0.0,0.0,Fatal
20.0,1.4564713273321326,1.0,1.0,6,1.0,1,1,5,13.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,1,1,2,18.822896069195565,4.0,0.0,5,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,2,13.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,1,1.352617452687006,1,1,5,0.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,2,1.0,1,1,4,15.77729730515318,2.0,15.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,3,2,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.7066870989711278,2,1,5,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.045821473775534,1,1,2,13.0,4.0,17.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,1,1,6,17.0,4.0,0.0,4,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,2,4,16.0,2.0,15.0,3,0.0,0.0,Fatal
50.0,1.0,1.0,1.0,6,2.0,2,1,5,13.0,4.0,0.0,4,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,1,1,4,13.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,2.0,1,1,1,13.0,2.0,15.0,3,0.0,0.0,Fatal
40.0,1.0,1.9073047166524244,1.9073047166524244,6,1.0,2,1,5,13.0,4.0,0.0,5,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.7774454645072089,2,3,5,13.0,2.4451090709855823,0.0,3,0.0,0.0,Fatal
60.0,2.1325363355723637,1.6795218013434186,1.2265072671144728,6,2.0,2,1,4,0.0,4.0,0.0,3,0.0,0.0,Fatal
50.0,4.0,1.0,1.0,5,1.0,1,1,1,0.0,4.0,0.0,3,0.0,0.0,Fatal
70.0,1.0,1.0,1.0,6,2.0,2,3,6,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,1,1,6,13.0,2.3328550344057173,14.833572482797141,6,0.0,0.0,Fatal
20.0,4.0,1.0,1.7898380195308181,6,1.0,1,1,2,13.0,3.5796760390616362,13.210161980469183,4,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,7,18.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,4,13.0,1.8458216892964125,14.154178310703587,3,0.0,0.0,Fatal
30.0,3.928191531406889,1.0,1.0,1,1.0239361561977036,1,1,7,0.0,2.0,0.0,2,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.6121378859343989,2,1,6,13.0,4.0,0.0,4,0.0,0.0,Fatal
60.0,1.0,1.0,1.1428176602200708,6,2.0,2,1,4,13.0,4.0,0.0,4,0.0,0.0,Fatal
30.0,4.0,1.0,2.0,6,1.0,2,1,6,13.0,4.0,13.22576636608467,4,0.0,0.0,Fatal
60.0,6.0,1.0,1.0,6,2.0,2,1,3,16.0,4.0,0.0,4,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.085897579905839,2,1,4,17.570512100470804,4.0,0.0,3,4.0,13.0,Fatal
40.0,4.0,1.0,1.0644033784711924,3,1.0,3,1,2,19.0,2.1288067569423847,14.935596621528807,3,0.0,0.0,Fatal
40.0,4.0,1.0,1.0,5,1.0,2,1,5,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.564340583196184,6,1.0,1,1,4,16.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,4.0,1.7773992592800685,1.7773992592800685,6,1.2226007407199315,1,1,3,13.0,4.0,0.0,6,0.0,0.0,Fatal
20.0,1.0,1.0,1.0,6,1.0,1,1,4,13.0,3.142835670151999,14.428582164924,3,0.0,0.0,Fatal
40.0,1.0,1.0,1.0,6,2.0,2,2,7,16.0,3.482547177921399,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0244757929795778,1.0244757929795778,3,1.0,1,1,1,13.0,3.9510484140408444,15.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,2,3,13.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,6.0,1.5652733414042017,1.5652733414042017,6,2.0,2,1,3,16.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,1,4,13.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,5,13.0,2.782271807893022,14.60886409605349,5,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,2,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.1095583108400513,6,1.0,1,1,5,16.0,2.0,13.780883378319897,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,6,16.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,6,19.0,4.0,14.256495600913711,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,5,19.0,4.0,0.0,6,0.0,0.0,Fatal
40.0,4.0,1.0,1.7352583253995255,3,1.0,1,1,7,16.0,3.470516650799051,14.264741674600474,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,2,1.9735705815902407,1,1,4,0.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.167511907488662,6,1.832488092511338,2,1,4,13.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,4.0,1.3620136275495478,2.0,4,1.0,2,4,4,16.0,2.0,15.0,3,0.0,0.0,Fatal
20.0,1.5473461304782035,1.0,1.0,6,1.0,1,1,3,10.628166767927784,4.0,0.0,6,4.0,13.0,Fatal
30.0,1.0,1.0,1.0,6,1.9740964568417412,3,1,5,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,1,1,13.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.2100981782795586,2,2,7,17.579803643440883,4.0,0.0,4,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,2,6,16.076517631427834,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0844235242594247,1.0844235242594247,6,2.0,2,2,7,18.084423524259424,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,3.6271383289863777,1.0,6,1.0,1,1,4,18.124287223671207,4.0,0.0,5,0.0,0.0,Fatal
40.0,4.0,1.0,1.0,4,1.0,1,1,5,13.0,4.0,0.0,3,0.0,0.0,Fatal
70.0,1.0,1.0,1.0,1,2.0,2,1,4,0.0,4.0,0.0,3,0.0,0.0,Fatal
40.0,1.3764682896745906,1.0,1.0,6,2.0,1,1,4,13.0,2.0,14.12548942989153,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.299936244503737,2,2,6,16.0,4.0,0.0,5,0.0,0.0,Fatal
60.0,6.0,1.0,1.4487420227293315,6,2.0,1,1,5,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.2311341450172941,2,1,6,16.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,1,1,6,13.0,2.0,15.0,5,0.0,0.0,Fatal
40.0,1.0,1.7829357284853682,2.0,6,2.0,2,2,5,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,8.0,1.7730196921662296,6,1.2269803078337704,1,1,6,13.68094092350131,4.0,0.0,5,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,2,19.0,4.0,14.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,5,19.0,4.0,17.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,3,13.0,2.0,14.31906656139914,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,3,6,18.526425973120304,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.7340765472490007,1.2446921824163335,6,2.0,1,1,1,18.0,4.0,0.0,6,0.0,0.0,Fatal
70.0,1.0,1.0,1.0,3,2.0,1,1,3,16.930311907820045,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.485468836528004,1.0,1.242734418264002,3,1.0,1,1,7,19.0,4.0,0.0,6,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,1,1,3,13.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,3,1.0,2,1,7,13.0,2.0,14.0,4,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,1,4,13.0,4.0,0.0,3,0.0,0.0,Fatal
20.0,1.0,1.0,1.1705239011589543,6,1.1705239011589543,1,1,2,19.0,3.1705239011589543,0.0,3,0.0,0.0,Fatal
30.0,5.572000645171676,2.0,2.0,6,1.786000322585838,1,1,7,19.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,1,1.0,1,1,3,0.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0423653092828902,1.0,1.0141217697609635,6,1.0,1,1,5,13.08473061856578,4.0,0.0,6,4.0,13.0,Fatal
30.0,6.0,1.2428117261243705,2.0,6,1.2428117261243705,1,1,7,19.0,4.0,0.0,6,0.0,0.0,Fatal
60.0,1.0,2.6188800826344236,1.0,6,2.0,2,1,1,16.0,4.0,0.0,5,0.0,0.0,Fatal
40.0,4.0,1.0,1.0,6,2.0,2,1,5,13.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,6,13.0,4.0,0.0,4,0.0,0.0,Fatal
30.0,5.642739677378524,1.0,1.821369838689262,6,1.821369838689262,1,1,2,13.0,4.0,16.642739677378525,6,0.0,0.0,Fatal
70.0,4.328039395046396,1.0,1.0,3,2.0,2,1,4,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.042217719148728,6,1.0,1,1,4,0.0,4.0,13.915564561702544,4,0.0,0.0,Fatal
20.0,2.663249716075177,1.0,1.0,6,1.0,1,1,1,19.0,4.0,13.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,1,1.152393101244167,1,1,3,0.0,4.0,0.0,3,0.0,0.0,Fatal
70.0,2.6690227404681406,1.0,1.0,3,2.0,2,1,3,17.998586355719116,4.0,11.325322682408322,3,0.0,17.0,Fatal
30.0,4.0,1.0409069076589428,2.0,6,1.0,1,1,3,13.0,4.0,13.0,5,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,3,3,1,18.831776811209703,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,2.0,6,1.0,1,1,7,13.0,4.0,14.0,3,0.0,0.0,Fatal
70.0,5.050702254919603,7.379719098032159,1.8101404509839205,3,2.0,1,3,1,0.0,4.0,0.0,1,0.0,0.0,Fatal
20.0,4.0,2.2876242003070817,2.0,6,1.0,1,2,2,16.095874733435693,2.0,14.712375799692918,3,0.0,0.0,Fatal
20.0,4.0,1.0,1.0,4,1.0,1,1,1,19.0,4.0,12.590435930890663,4,0.0,0.0,Fatal
50.0,1.0,1.0,1.0,6,2.0,2,1,4,13.0,4.0,0.0,4,0.0,0.0,Fatal
30.0,1.1614895775853338,8.0,2.0,6,1.9461701408048886,2,1,5,18.0,4.0,0.0,5,0.0,0.0,Fatal
20.0,1.0,8.0,1.5110313782545048,6,1.0,1,2,3,14.466905865236486,3.0220627565090097,14.511031378254504,3,0.0,0.0,Fatal
30.0,4.0,1.93710257677581,2.0,6,1.0,1,1,1,16.0,2.0,15.0,3,0.0,0.0,Fatal
60.0,6.0,1.0,1.0,6,2.0,2,1,3,13.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,4.0,1.0,1.192106031702927,6,1.0,1,2,4,13.0,4.0,0.0,6,0.0,0.0,Fatal
20.0,2.3300079576333834,5.79800477458003,1.79800477458003,6,1.2660015915266767,2,1,3,13.0,4.0,0.0,4,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.4735117857724687,2,1,1,13.0,4.0,0.0,3,0.0,0.0,Fatal
50.0,4.963807838721158,1.0,1.9909519596802896,3,1.0090480403197104,2,1,6,15.972855879040868,2.018096080639421,15.01809608063942,3,0.0,0.0,Fatal
50.0,6.0,1.0,2.0,6,2.0,1,1,2,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,2,6,0.0,4.0,0.0,6,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,3,1,3,19.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,1,1,6,13.0,4.0,0.0,6,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,4,19.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,3,1.0,2,1,3,13.0,2.905840279974333,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.7615259616642502,6,1.0,1,1,3,16.76152596166425,2.0,14.238474038335749,3,0.0,0.0,Fatal
50.0,1.0,1.0,1.0,6,2.0,2,3,7,17.53522845557726,4.0,0.0,4,0.0,0.0,Fatal
40.0,4.0,1.0,1.0,5,1.0,1,1,5,17.61260157649308,2.0,14.0,3,0.0,0.0,Fatal
70.0,6.0,1.9745837972407134,1.3248612657469045,3,2.0,3,2,6,13.0,4.0,0.0,3,0.0,0.0,Fatal
70.0,1.070770376723618,1.0,1.0,6,2.0,2,3,6,13.0,4.0,0.0,3,0.0,0.0,Fatal
50.0,1.0,1.0,1.0,3,2.0,2,1,5,13.0,4.0,0.0,3,0.0,0.0,Fatal
20.0,1.0,1.0,1.0,4,1.0,1,1,4,16.0,2.0,15.0,3,0.0,0.0,Fatal
50.0,4.0,1.0,1.0,1,1.0,1,1,1,0.0,4.0,0.0,5,0.0,0.0,Fatal
50.0,3.6606863876784725,1.0,1.8868954625594907,1,1.8868954625594907,1,1,5,0.0,4.0,0.0,1,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,2,13.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,4.0,1.0,1.563566403393462,6,1.0,2,1,5,13.0,4.0,0.0,6,0.0,0.0,Fatal
50.0,1.0,1.0,1.5646940540265353,6,2.0,2,3,4,13.0,4.0,0.0,5,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,3,1.0,2,1,6,14.410691953454954,2.0,15.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,1,3,1,13.0,4.0,13.827899010779477,4,0.0,0.0,Fatal
60.0,6.486705029372832,2.4601150881184966,1.486705029372832,6,2.0,2,1,2,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,2.477390634743755,1.3693476586859388,6,2.0,1,1,7,18.36934765868594,4.0,0.0,6,0.0,0.0,Fatal
40.0,2.706962554489594,1.568987518163198,1.568987518163198,3,1.0,1,2,1,13.0,2.0,12.568987518163198,3,0.0,0.0,Fatal
30.0,4.0,1.0,2.0,5,1.0,1,1,5,13.0,4.0,12.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,2.0,3,1,1,18.602403196898003,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,2.0,3,2,6,0.0,4.0,0.0,3,0.0,0.0,Fatal
50.0,1.0,1.0,1.0,6,2.0,2,1,4,13.0,4.0,0.0,3,0.0,0.0,Fatal
20.0,1.0,1.0,1.0,2,1.2961101042806815,3,1,4,0.0,4.0,0.0,3,0.0,0.0,Fatal
20.0,1.0,1.0,1.0,6,1.0,1,1,5,13.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,6.0,1.0,1.0,6,2.0,2,1,2,13.0,4.0,0.0,3,0.0,0.0,Fatal
50.0,1.0,1.0,2.0,3,2.0,2,1,5,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,5,16.0,2.0,14.71716669367363,3,0.0,0.0,Fatal
40.0,4.0,1.0,1.4681815373669425,3,1.5318184626330575,1,1,5,0.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,2.0,2.0,6,1.5441180699511665,2,1,2,13.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.9272026299607343,1,1,3,19.0,4.0,0.0,3,0.0,0.0,Fatal
40.0,1.0,1.0,1.0,1,1.5529436324373127,1,1,3,0.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.1059496965833917,6,1.0,1,1,2,18.0,4.0,0.0,6,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,1,1,5,19.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,3,17.49757615025664,4.0,15.502423849743357,5,0.0,0.0,Fatal
60.0,4.0,1.0,1.821428308048573,3,1.178571691951427,2,1,4,13.0,2.357143383902854,0.0,3,0.0,0.0,Fatal
40.0,4.0,1.0,1.0,2,2.0,1,1,5,0.0,4.0,0.0,3,0.0,0.0,Fatal
20.0,1.0812093885072915,1.0,1.0,3,1.0,1,1,6,16.027069796169098,2.0,14.972930203830902,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,1,1,13.0,4.0,0.0,3,0.0,0.0,Fatal
20.0,1.0,1.7404527654819013,1.7404527654819013,6,1.0,1,1,3,13.0,2.0,15.0,3,0.0,0.0,Fatal
30.0,1.0,1.9530924343650131,1.9530924343650131,6,1.0,1,1,2,13.0,4.0,14.0,3,0.0,0.0,Fatal
30.0,4.669721955424558,2.0,2.0,6,1.0,1,1,3,18.330278044575444,2.9954170668631637,0.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.770103917710316,6,1.0,1,1,4,13.0,4.0,0.0,5,0.0,0.0,Fatal
40.0,1.0,1.0,1.2084864611860953,6,1.7915135388139047,2,1,4,13.0,4.0,0.0,6,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,2,5,16.729858062411445,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.023202405446998,1.0,1.0,6,1.0,1,1,1,19.0,4.0,16.930392783659006,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.274745394355468,1,1.274745394355468,1,1,7,0.0,4.0,0.0,6,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,4,3,13.0,4.0,0.0,4,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.3359215714713626,3,1,6,16.0,4.0,0.0,4,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,3,17.41452226648194,4.0,0.0,5,0.0,0.0,Fatal
70.0,3.423535144425683,1.0,1.0,1,1.1921549518581056,1,1,1,0.0,2.384309903716211,0.0,3,0.0,0.0,Fatal
60.0,4.0,1.0,1.0,3,2.0,1,1,3,0.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.8147448789604788,1.8147448789604788,6,2.0,1,1,3,17.073724394802394,3.4442346368814363,0.0,4,4.0,13.0,Fatal
60.0,6.0,1.0,1.0,6,2.0,2,2,5,13.0,3.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,7,17.087932469829976,4.0,0.0,5,0.0,0.0,Fatal
30.0,4.0,1.2947089357928407,1.2947089357928407,6,1.0,1,1,7,13.0,4.0,14.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,5,14.097662629156565,3.268224913895623,16.268224913895622,3,2.9023373708434352,12.268224913895624,Fatal
40.0,1.0,1.0,1.0,6,1.0,2,3,1,13.0,4.0,0.0,4,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,2,1,6,13.0,4.0,0.0,4,0.0,0.0,Fatal
30.0,4.5320588409180065,4.0,2.0,6,1.0,2,1,4,13.0,4.0,0.0,3,0.0,0.0,Fatal
50.0,4.0,1.0,1.455740898790325,1,1.544259101209675,1,1,2,0.0,4.0,0.0,3,0.0,0.0,Fatal
40.0,1.0,1.0,1.0,2,1.0,1,1,4,0.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,1,1,13.0,4.0,0.0,3,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,1,1,4,13.0,4.0,0.0,6,0.0,0.0,Fatal
60.0,1.0,1.0,1.4702772259635273,6,2.0,2,3,4,16.0,4.0,0.0,4,0.0,0.0,Fatal
70.0,1.0,1.0,1.0,3,2.0,2,1,7,0.0,4.0,0.0,2,0.0,0.0,Fatal
30.0,4.0,2.96293096355373,2.0,1,2.0,1,1,6,0.0,4.0,0.0,5,0.0,0.0,Fatal
50.0,1.0,1.0,1.0,6,2.0,2,1,7,16.0,4.0,0.0,4,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,1,1,7,13.0,4.0,14.0,3,0.0,0.0,Fatal
60.0,6.0,1.2699341957224548,2.0,6,2.0,3,1,2,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,2.0,2.0,6,1.0,1,1,2,16.0,2.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0190054933844106,6,1.0,3,1,5,13.0,4.0,0.0,6,0.0,0.0,Fatal
50.0,1.0,1.0,1.0,6,2.0,1,1,1,13.0,4.0,0.0,3,0.0,0.0,Fatal
70.0,1.0,1.0,1.0,3,2.0,1,1,2,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,4,13.0,2.0,13.411048380155687,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,3,1.0,1,1,7,13.0,2.0,14.929436430483575,3,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,2,1,2,13.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.942695118815513,3,1,1,19.0,4.0,0.0,3,0.0,0.0,Fatal
40.0,1.0,1.6728355665953556,1.6728355665953556,3,1.3271644334046444,2,2,6,0.0,4.0,0.0,3,0.0,0.0,Fatal
20.0,2.0381635510099256,6.615781931986765,1.0,6,1.0,1,1,2,18.307890965993384,1.3460545170033087,12.692109034006616,4,0.0,0.0,Fatal
60.0,6.0,1.7969791413297556,1.7969791413297556,6,2.0,1,3,6,18.390937423989268,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.0452856037676292,2.0,6,1.0452856037676292,1,1,6,0.0,4.0,0.0,6,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,1,1,6,13.0,4.0,13.0,6,0.0,0.0,Fatal
30.0,1.0,1.0,1.7260202963755953,6,1.0,1,1,4,16.0,4.0,13.726020296375594,3,0.0,0.0,Fatal
60.0,6.0,1.0,3.004913437166004,6,2.0,1,1,1,13.0,4.0,0.0,5,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.2172181606396906,2,1,1,13.0,4.0,0.0,4,0.0,0.0,Fatal
30.0,1.0,1.0,1.0,6,1.0,1,1,2,18.56174107150066,4.0,0.0,6,0.0,0.0,Fatal
20.0,1.0,3.6865060436425674,1.6716265109106418,6,1.0,2,1,5,13.0,4.0,13.0,5,0.0,0.0,Fatal
68.30246561213485,5.151232806067428,1.0,1.0,3,2.0,4,2,2,17.981479367280915,4.0,0.0,3,0.0,17.169753438786515,Fatal
20.0,1.6536421311435212,1.0,1.0,6,1.2178807103811737,1,1,6,13.0,4.0,13.0,6,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,2.0,1,1,1,13.0,4.0,0.0,3,0.0,0.0,Fatal
50.0,1.0,1.0,1.0,6,2.0,2,1,4,13.0,4.0,0.0,3,0.0,0.0,Fatal
30.0,4.0,1.0,1.0,6,1.0,2,1,1,13.0,4.0,0.0,4,0.0,0.0,Fatal
60.0,1.0,1.0,1.0,6,1.1769534604007323,1,1,7,13.0,4.0,0.0,4,0.0,0.0,Fatal
